"No.","Time","Source","Destination","Protocol","Length","Info"
"10134","2108.514177171","192.168.56.113","192.168.56.100","DHCP","331","DHCP Request  - Transaction ID 0x31ae3e4c"
"10135","2108.516886045","192.168.56.100","192.168.56.113","DHCP","590","DHCP ACK      - Transaction ID 0x31ae3e4c"
"10136","2109.108369597","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 40096; Unit:   1, Func:   3: Read Holding Registers"
"10137","2109.108698726","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 40096; Unit:   1, Func:   3: Read Holding Registers"
"10138","2109.109038867","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30685 Ack=33674 Win=64256 Len=0 TSval=447281594 TSecr=2157836796"
"10139","2109.109283024","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 46633; Unit:   1, Func:   6: Write Single Register"
"10140","2109.109420316","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 46633; Unit:   1, Func:   6: Write Single Register"
"10141","2109.109854131","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 16718; Unit:   1, Func:   6: Write Single Register"
"10142","2109.109995672","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 16718; Unit:   1, Func:   6: Write Single Register"
"10143","2109.110412529","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 56928; Unit:   1, Func:   6: Write Single Register"
"10144","2109.110544612","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 56928; Unit:   1, Func:   6: Write Single Register"
"10145","2109.110958002","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 17689; Unit:   1, Func:   6: Write Single Register"
"10146","2109.111089824","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 17689; Unit:   1, Func:   6: Write Single Register"
"10147","2109.111496863","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 18078; Unit:   1, Func:   6: Write Single Register"
"10148","2109.111637261","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 18078; Unit:   1, Func:   6: Write Single Register"
"10149","2109.154637578","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30745 Ack=33734 Win=64256 Len=0 TSval=447281640 TSecr=2157836799"
"10150","2112.110686046","192.168.56.112","192.168.56.113","TCP","66","39052  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449114156 TSecr=2105477895"
"10151","2112.110920364","192.168.56.113","192.168.56.112","TCP","66","502  >  39052 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2105482908 TSecr=2449114156"
"10152","2112.111282767","192.168.56.112","192.168.56.113","TCP","66","39052  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2449114157 TSecr=2105482908"
"10153","2112.119717072","192.168.56.112","192.168.56.113","TCP","74","39068  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2449114165 TSecr=0 WS=128"
"10154","2112.119742901","192.168.56.113","192.168.56.112","TCP","74","502  >  39068 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2105482917 TSecr=2449114165 WS=128"
"10155","2112.120324203","192.168.56.112","192.168.56.113","TCP","66","39068  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2449114166 TSecr=2105482917"
"10156","2112.126610786","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"10157","2112.126629923","192.168.56.113","192.168.56.112","TCP","66","502  >  39068 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2105482924 TSecr=2449114172"
"10158","2112.127128196","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"10159","2112.127461143","192.168.56.112","192.168.56.113","TCP","66","39068  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449114173 TSecr=2105482925"
"10160","2113.684523508","PcsCompu_75:69:b0","PcsCompu_d7:d4:36","ARP","42","Who has 192.168.56.100? Tell 192.168.56.113"
"10161","2113.684747807","PcsCompu_d7:d4:36","PcsCompu_75:69:b0","ARP","60","192.168.56.100 is at 08:00:27:d7:d4:36"
"10162","2114.115248933","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 33816; Unit:   1, Func:   3: Read Holding Registers"
"10163","2114.115631234","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 33816; Unit:   1, Func:   3: Read Holding Registers"
"10164","2114.116132022","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30757 Ack=33753 Win=64256 Len=0 TSval=447286599 TSecr=2157841803"
"10165","2114.116314521","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 26153; Unit:   1, Func:   6: Write Single Register"
"10166","2114.116547006","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 26153; Unit:   1, Func:   6: Write Single Register"
"10167","2114.117094778","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 14148; Unit:   1, Func:   6: Write Single Register"
"10168","2114.117306954","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 14148; Unit:   1, Func:   6: Write Single Register"
"10169","2114.118000485","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 17202; Unit:   1, Func:   6: Write Single Register"
"10170","2114.118170040","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 17202; Unit:   1, Func:   6: Write Single Register"
"10171","2114.118786128","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 22912; Unit:   1, Func:   6: Write Single Register"
"10172","2114.118995408","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 22912; Unit:   1, Func:   6: Write Single Register"
"10173","2114.119474539","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 27037; Unit:   1, Func:   6: Write Single Register"
"10174","2114.119644284","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 27037; Unit:   1, Func:   6: Write Single Register"
"10175","2114.166809210","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30817 Ack=33813 Win=64256 Len=0 TSval=447286649 TSecr=2157841807"
"10176","2117.122391943","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:   195; Unit:   1, Func:   3: Read Holding Registers"
"10177","2117.122714339","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans:   195; Unit:   1, Func:   3: Read Holding Registers"
"10178","2117.123010906","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30829 Ack=33832 Win=64256 Len=0 TSval=447289604 TSecr=2157844810"
"10179","2117.123220347","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 25131; Unit:   1, Func:   6: Write Single Register"
"10180","2117.123539567","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 25131; Unit:   1, Func:   6: Write Single Register"
"10181","2117.123972145","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 42066; Unit:   1, Func:   6: Write Single Register"
"10182","2117.124115769","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 42066; Unit:   1, Func:   6: Write Single Register"
"10183","2117.124631906","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 61164; Unit:   1, Func:   6: Write Single Register"
"10184","2117.124775321","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 61164; Unit:   1, Func:   6: Write Single Register"
"10185","2117.125222055","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 16171; Unit:   1, Func:   6: Write Single Register"
"10186","2117.125363666","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 16171; Unit:   1, Func:   6: Write Single Register"
"10187","2117.125871302","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 32165; Unit:   1, Func:   6: Write Single Register"
"10188","2117.126010207","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 32165; Unit:   1, Func:   6: Write Single Register"
"10189","2117.126691776","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 40506; Unit:   1, Func:   3: Read Holding Registers"
"10190","2117.126854487","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 40506; Unit:   1, Func:   3: Read Holding Registers"
"10191","2117.127345807","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 24698; Unit:   1, Func:   6: Write Single Register"
"10192","2117.127486947","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 24698; Unit:   1, Func:   6: Write Single Register"
"10193","2117.128185543","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 45423; Unit:   1, Func:   6: Write Single Register"
"10194","2117.128324769","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 45423; Unit:   1, Func:   6: Write Single Register"
"10195","2117.128741686","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 39098; Unit:   1, Func:   6: Write Single Register"
"10196","2117.128885070","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 39098; Unit:   1, Func:   6: Write Single Register"
"10197","2117.129372763","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 45233; Unit:   1, Func:   6: Write Single Register"
"10198","2117.129512631","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 45233; Unit:   1, Func:   6: Write Single Register"
"10199","2117.130051165","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 44324; Unit:   1, Func:   6: Write Single Register"
"10200","2117.130200691","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 44324; Unit:   1, Func:   6: Write Single Register"
"10201","2117.141582439","192.168.56.112","192.168.56.113","TCP","66","39068  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449119185 TSecr=2105482925"
"10202","2117.141834972","192.168.56.113","192.168.56.112","TCP","66","502  >  39068 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2105487939 TSecr=2449119185"
"10203","2117.142407453","192.168.56.112","192.168.56.113","TCP","66","39068  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2449119185 TSecr=2105487939"
"10204","2117.151374933","192.168.56.112","192.168.56.113","TCP","74","47884  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2449119194 TSecr=0 WS=128"
"10205","2117.151407615","192.168.56.113","192.168.56.112","TCP","74","502  >  47884 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2105487949 TSecr=2449119194 WS=128"
"10206","2117.152306594","192.168.56.112","192.168.56.113","TCP","66","47884  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2449119195 TSecr=2105487949"
"10207","2117.159329300","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"10208","2117.159361341","192.168.56.113","192.168.56.112","TCP","66","502  >  47884 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2105487957 TSecr=2449119202"
"10209","2117.159965457","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"10210","2117.160372144","192.168.56.112","192.168.56.113","TCP","66","47884  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449119203 TSecr=2105487957"
"10211","2117.177614984","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30961 Ack=33971 Win=64256 Len=0 TSval=447289659 TSecr=2157844818"
"10212","2122.176831866","192.168.56.112","192.168.56.113","TCP","66","47884  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449124217 TSecr=2105487957"
"10213","2122.177057969","192.168.56.113","192.168.56.112","TCP","66","502  >  47884 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2105492975 TSecr=2449124217"
"10214","2122.177429119","192.168.56.112","192.168.56.113","TCP","66","47884  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2449124218 TSecr=2105492975"
"10215","2122.185268862","192.168.56.112","192.168.56.113","TCP","74","47898  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2449124226 TSecr=0 WS=128"
"10216","2122.185294100","192.168.56.113","192.168.56.112","TCP","74","502  >  47898 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2105492983 TSecr=2449124226 WS=128"
"10217","2122.185747547","192.168.56.112","192.168.56.113","TCP","66","47898  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2449124226 TSecr=2105492983"
"10218","2122.192381626","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"10219","2122.192400001","192.168.56.113","192.168.56.112","TCP","66","502  >  47898 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2105492990 TSecr=2449124233"
"10220","2122.192879097","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"10221","2122.193207686","192.168.56.112","192.168.56.113","TCP","66","47898  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449124234 TSecr=2105492990"
"10222","2123.134221103","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 54066; Unit:   1, Func:   3: Read Holding Registers"
"10223","2123.134534102","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 54066; Unit:   1, Func:   3: Read Holding Registers"
"10224","2123.135059744","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=30973 Ack=33990 Win=64256 Len=0 TSval=447295613 TSecr=2157850822"
"10225","2123.135370271","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 14599; Unit:   1, Func:   6: Write Single Register"
"10226","2123.135524215","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 14599; Unit:   1, Func:   6: Write Single Register"
"10227","2123.135971781","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 19863; Unit:   1, Func:   6: Write Single Register"
"10228","2123.136093143","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 19863; Unit:   1, Func:   6: Write Single Register"
"10229","2123.136538315","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 23476; Unit:   1, Func:   6: Write Single Register"
"10230","2123.136682891","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 23476; Unit:   1, Func:   6: Write Single Register"
"10231","2123.137078748","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:   627; Unit:   1, Func:   6: Write Single Register"
"10232","2123.137213927","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:   627; Unit:   1, Func:   6: Write Single Register"
"10233","2123.137608481","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  3616; Unit:   1, Func:   6: Write Single Register"
"10234","2123.137745052","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  3616; Unit:   1, Func:   6: Write Single Register"
"10235","2123.182001621","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=31033 Ack=34050 Win=64256 Len=0 TSval=447295660 TSecr=2157850825"
"10236","2124.640654510","192.168.56.1","224.0.0.251","MDNS","105","Standard query response 0x0000 PTR Desktop-62fvk98._nomachine._tcp.local"
"10237","2124.741181984","192.168.56.1","224.0.0.251","MDNS","404","Standard query response 0x0000 TXT, cache flush"
"10238","2125.140023457","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 58984; Unit:   1, Func:   3: Read Holding Registers"
"10239","2125.140485951","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 58984; Unit:   1, Func:   3: Read Holding Registers"
"10240","2125.140942254","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=31045 Ack=34069 Win=64256 Len=0 TSval=447297618 TSecr=2157852828"
"10241","2125.140942354","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 23106; Unit:   1, Func:   6: Write Single Register"
"10242","2125.141303475","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 23106; Unit:   1, Func:   6: Write Single Register"
"10243","2125.141713860","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 34406; Unit:   1, Func:   6: Write Single Register"
"10244","2125.141866932","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 34406; Unit:   1, Func:   6: Write Single Register"
"10245","2125.142260144","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 52565; Unit:   1, Func:   6: Write Single Register"
"10246","2125.142403999","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 52565; Unit:   1, Func:   6: Write Single Register"
"10247","2125.143015459","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 43104; Unit:   1, Func:   6: Write Single Register"
"10248","2125.143155948","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 43104; Unit:   1, Func:   6: Write Single Register"
"10249","2125.143709755","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 22217; Unit:   1, Func:   6: Write Single Register"
"10250","2125.143844223","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 22217; Unit:   1, Func:   6: Write Single Register"
"10251","2125.192914387","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=31105 Ack=34129 Win=64256 Len=0 TSval=447297670 TSecr=2157852831"
"10252","2125.858096496","192.168.56.1","224.0.0.251","MDNS","404","Standard query response 0x0000 TXT, cache flush"
"10253","2125.858374724","192.168.56.1","224.0.0.251","MDNS","105","Standard query response 0x0000 PTR Desktop-62fvk98._nomachine._tcp.local"
"10254","2127.208451007","192.168.56.112","192.168.56.113","TCP","66","47898  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449129246 TSecr=2105492990"
"10255","2127.208716395","192.168.56.113","192.168.56.112","TCP","66","502  >  47898 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2105498006 TSecr=2449129246"
"10256","2127.209144824","192.168.56.112","192.168.56.113","TCP","66","47898  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2449129247 TSecr=2105498006"
"10257","2127.217695476","192.168.56.112","192.168.56.113","TCP","74","48748  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2449129255 TSecr=0 WS=128"
"10258","2127.217723399","192.168.56.113","192.168.56.112","TCP","74","502  >  48748 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2105498015 TSecr=2449129255 WS=128"
"10259","2127.218132041","192.168.56.112","192.168.56.113","TCP","66","48748  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2449129256 TSecr=2105498015"
"10260","2127.224839909","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"10261","2127.224869366","192.168.56.113","192.168.56.112","TCP","66","502  >  48748 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2105498022 TSecr=2449129263"
"10262","2127.225548585","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"10263","2127.225946946","192.168.56.112","192.168.56.113","TCP","66","48748  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449129264 TSecr=2105498023"
"10264","2128.077900323","192.168.56.1","224.0.0.251","MDNS","404","Standard query response 0x0000 TXT, cache flush"
"10265","2128.177979786","192.168.56.1","224.0.0.251","MDNS","105","Standard query response 0x0000 PTR Desktop-62fvk98._nomachine._tcp.local"
"10266","2132.241069457","192.168.56.112","192.168.56.113","TCP","66","48748  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449134276 TSecr=2105498023"
"10267","2132.241338001","192.168.56.113","192.168.56.112","TCP","66","502  >  48748 [FIN, ACK] Seq=10 Ack=14 Win=65152 Len=0 TSval=2105503039 TSecr=2449134276"
"10268","2132.241747554","192.168.56.112","192.168.56.113","TCP","66","48748  >  502 [ACK] Seq=14 Ack=11 Win=64256 Len=0 TSval=2449134277 TSecr=2105503039"
"10269","2132.249313654","192.168.56.112","192.168.56.113","TCP","74","48758  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=2449134285 TSecr=0 WS=128"
"10270","2132.249332250","192.168.56.113","192.168.56.112","TCP","74","502  >  48758 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=2105503047 TSecr=2449134285 WS=128"
"10271","2132.249778443","192.168.56.112","192.168.56.113","TCP","66","48758  >  502 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2449134285 TSecr=2105503047"
"10272","2132.256372384","192.168.56.112","192.168.56.113","Modbus/TCP","78","   Query: Trans:   256; Unit: 255, Func:   1: Read Coils"
"10273","2132.256384907","192.168.56.113","192.168.56.112","TCP","66","502  >  48758 [ACK] Seq=1 Ack=13 Win=65152 Len=0 TSval=2105503054 TSecr=2449134292"
"10274","2132.256934228","192.168.56.113","192.168.56.112","Modbus/TCP","75","Response: Trans:   256; Unit: 255, Func:   1: Read Coils. Exception returned "
"10275","2132.257379690","192.168.56.112","192.168.56.113","TCP","66","48758  >  502 [ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449134293 TSecr=2105503054"
"10276","2133.149082135","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 58992; Unit:   1, Func:   3: Read Holding Registers"
"10277","2133.149425070","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 58992; Unit:   1, Func:   3: Read Holding Registers"
"10278","2133.149838942","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=31117 Ack=34148 Win=64256 Len=0 TSval=447305623 TSecr=2157860837"
"10279","2133.150149194","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 60343; Unit:   1, Func:   6: Write Single Register"
"10280","2133.150407829","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 60343; Unit:   1, Func:   6: Write Single Register"
"10281","2133.150990828","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 46304; Unit:   1, Func:   6: Write Single Register"
"10282","2133.151217552","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 46304; Unit:   1, Func:   6: Write Single Register"
"10283","2133.151738063","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  5944; Unit:   1, Func:   6: Write Single Register"
"10284","2133.151907256","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  5944; Unit:   1, Func:   6: Write Single Register"
"10285","2133.152361575","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 58578; Unit:   1, Func:   6: Write Single Register"
"10286","2133.152508616","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 58578; Unit:   1, Func:   6: Write Single Register"
"10287","2133.152971452","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 54666; Unit:   1, Func:   6: Write Single Register"
"10288","2133.153113433","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 54666; Unit:   1, Func:   6: Write Single Register"
"10289","2133.153752956","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 17256; Unit:   1, Func:   3: Read Holding Registers"
"10290","2133.153888115","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 17256; Unit:   1, Func:   3: Read Holding Registers"
"10291","2133.154387299","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 14465; Unit:   1, Func:   6: Write Single Register"
"10292","2133.154515464","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 14465; Unit:   1, Func:   6: Write Single Register"
"10293","2133.154971461","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 21295; Unit:   1, Func:   6: Write Single Register"
"10294","2133.155121147","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 21295; Unit:   1, Func:   6: Write Single Register"
"10295","2133.155587018","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 20254; Unit:   1, Func:   6: Write Single Register"
"10296","2133.155718991","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 20254; Unit:   1, Func:   6: Write Single Register"
"10297","2133.156261528","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 12615; Unit:   1, Func:   6: Write Single Register"
"10298","2133.156477782","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 12615; Unit:   1, Func:   6: Write Single Register"
"10299","2133.157098895","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  8754; Unit:   1, Func:   6: Write Single Register"
"10300","2133.157350306","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  8754; Unit:   1, Func:   6: Write Single Register"
"10301","2133.158151779","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 59332; Unit:   1, Func:   3: Read Holding Registers"
"10302","2133.158328817","192.168.56.113","192.168.56.114","Modbus/TCP","85","Response: Trans: 59332; Unit:   1, Func:   3: Read Holding Registers"
"10303","2133.158794989","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 14165; Unit:   1, Func:   6: Write Single Register"
"10304","2133.158943343","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 14165; Unit:   1, Func:   6: Write Single Register"
"10305","2133.159407711","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 21892; Unit:   1, Func:   6: Write Single Register"
"10306","2133.159549832","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 21892; Unit:   1, Func:   6: Write Single Register"
"10307","2133.159959386","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 54637; Unit:   1, Func:   6: Write Single Register"
"10308","2133.160095105","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 54637; Unit:   1, Func:   6: Write Single Register"
"10309","2133.160524356","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans:  7046; Unit:   1, Func:   6: Write Single Register"
"10310","2133.160649776","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans:  7046; Unit:   1, Func:   6: Write Single Register"
"10311","2133.161083305","192.168.56.114","192.168.56.113","Modbus/TCP","78","   Query: Trans: 59827; Unit:   1, Func:   6: Write Single Register"
"10312","2133.161233272","192.168.56.113","192.168.56.114","Modbus/TCP","78","Response: Trans: 59827; Unit:   1, Func:   6: Write Single Register"
"10313","2133.204846961","192.168.56.114","192.168.56.113","TCP","66","48740  >  502 [ACK] Seq=31321 Ack=34366 Win=64256 Len=0 TSval=447305678 TSecr=2157860849"
"10314","2137.272050066","192.168.56.112","192.168.56.113","TCP","66","48758  >  502 [FIN, ACK] Seq=13 Ack=10 Win=64256 Len=0 TSval=2449139305 TSecr=2105503054"
